806,497,1159,497,1159,699,806,699
746,787,1249,806,1238,1100,735,1081
938,1190,1247,1190,1247,1404,938,1404
699,1222,882,1222,882,1386,699,1386
602,1481,1379,1520,1363,1824,586,1785
1014,2033,1237,2041,1234,2140,1011,2132
497,2041,989,2041,989,2141,497,2141
1266,2034,1474,2034,1474,2148,1266,2148
1505,2041,1656,2041,1656,2160,1505,2160
264,2053,472,2053,472,2154,264,2154
270,2179,434,2179,434,2274,270,2274
447,2186,604,2186,604,2274,447,2274
617,2186,837,2186,837,2280,617,2280
844,2192,1260,2192,1260,2305,844,2305
1442,2198,1650,2198,1650,2293,1442,2293
1266,2205,1360,2205,1360,2293,1266,2293
1663,2205,1820,2205,1820,2299,1663,2299
1379,2223,1417,2223,1417,2286,1379,2286
182,2331,321,2331,321,2419,182,2419
321,2324,522,2324,522,2444,321,2444
529,2331,630,2331,630,2425,529,2425
688,2333,956,2352,950,2443,682,2424
63,2343,163,2343,163,2406,63,2406
630,2349,674,2349,674,2419,630,2419
963,2343,1152,2343,1152,2438,963,2438
1171,2356,1537,2356,1537,2469,1171,2469
1656,2356,1764,2356,1764,2450,1656,2450
1549,2368,1644,2368,1644,2450,1549,2450
214,2475,447,2475,447,2589,214,2589
453,2488,548,2488,548,2570,453,2570
567,2488,793,2488,793,2576,567,2576
806,2488,913,2488,913,2583,806,2583
69,2494,214,2494,214,2557,69,2557
926,2494,1096,2494,1096,2583,926,2583
1209,2494,1341,2494,1341,2589,1209,2589
1360,2501,1562,2501,1562,2601,1360,2601
1575,2501,1719,2501,1719,2595,1575,2595
1102,2507,1203,2507,1203,2583,1102,2583
57,2611,306,2627,300,2718,51,2701
705,2633,945,2633,945,2727,705,2727
308,2639,459,2639,459,2715,308,2715
957,2639,1089,2639,1089,2727,957,2727
472,2646,693,2646,693,2721,472,2721
1096,2646,1341,2646,1341,2740,1096,2740
1360,2630,1630,2672,1613,2780,1344,2737
1745,2671,1782,2671,1782,2740,1745,2740
1631,2683,1726,2683,1726,2746,1631,2746
900,3074,1008,3074,1008,3168,900,3168
