1098,891,1563,907,1554,1151,1090,1135
453,909,1001,926,993,1183,445,1166
295,1230,1033,1300,1008,1570,269,1500
1111,1242,1729,1242,1729,1504,1111,1504
351,2002,498,2002,498,2075,351,2075
843,1997,1037,1997,1037,2091,843,2091
1058,1997,1289,1997,1289,2096,1058,2096
529,2013,744,2013,744,2102,529,2102
775,2018,817,2018,817,2075,775,2075
1326,2033,1494,2033,1494,2117,1326,2117
1520,2039,1567,2039,1567,2096,1520,2096
336,2110,524,2121,518,2214,330,2203
518,2128,655,2128,655,2233,518,2233
671,2138,833,2138,833,2217,671,2217
1106,2144,1294,2144,1294,2233,1106,2233
854,2159,1001,2159,1001,2222,854,2222
1011,2159,1100,2159,1100,2227,1011,2227
1310,2159,1462,2159,1462,2243,1310,2243
1463,2171,1676,2156,1683,2256,1470,2271
120,2254,283,2254,283,2338,120,2338
635,2268,851,2275,848,2362,632,2355
288,2275,629,2275,629,2369,288,2369
864,2280,1001,2280,1001,2364,864,2364
1028,2284,1193,2297,1187,2378,1022,2365
1189,2290,1735,2290,1735,2395,1189,2395
284,2386,428,2395,422,2487,278,2478
105,2412,277,2400,282,2481,110,2492
482,2406,749,2406,749,2505,482,2505
429,2416,471,2416,471,2479,429,2479
754,2427,1048,2427,1048,2521,754,2521
1195,2424,1507,2436,1503,2533,1192,2522
1142,2453,1179,2453,1179,2511,1142,2511
103,2500,465,2542,453,2647,91,2604
461,2537,671,2537,671,2631,461,2631
681,2552,770,2552,770,2636,681,2636
775,2558,906,2558,906,2642,775,2642
922,2573,1169,2573,1169,2657,922,2657
1189,2573,1362,2573,1362,2668,1189,2668
1365,2575,1578,2593,1570,2687,1357,2670
1572,2600,1719,2600,1719,2704,1572,2704
875,2988,980,2988,980,3071,875,3071
