705,195,837,195,837,270,705,270
863,201,982,201,982,283,863,283
996,203,1229,226,1221,306,988,282
289,661,359,661,359,743,289,743
544,656,766,670,760,762,538,749
56,680,270,680,270,749,56,749
384,680,522,680,522,743,384,743
1336,677,1598,694,1592,785,1330,767
1625,686,1764,686,1764,774,1625,774
774,693,938,693,938,781,774,781
945,693,1140,693,1140,774,945,774
1165,699,1329,699,1329,787,1165,787
56,800,409,800,409,894,56,894
441,802,602,812,598,896,436,887
907,812,1291,812,1291,900,907,900
617,819,718,819,718,888,617,888
743,825,888,825,888,888,743,888
1556,837,1757,837,1757,907,1556,907
1379,844,1537,844,1537,932,1379,932
486,943,884,956,880,1065,482,1053
63,957,318,970,313,1060,59,1048
333,963,472,963,472,1058,333,1058
176,1089,352,1089,352,1178,176,1178
360,1086,560,1099,552,1206,353,1192
560,1089,837,1089,837,1184,560,1184
856,1096,1146,1096,1146,1184,856,1184
1166,1093,1333,1103,1328,1193,1160,1183
1342,1101,1796,1109,1794,1215,1340,1207
52,1242,213,1232,219,1322,57,1332
413,1216,750,1246,740,1352,403,1321
749,1234,900,1234,900,1329,749,1329
1121,1241,1278,1241,1278,1329,1121,1329
1298,1239,1652,1249,1650,1338,1295,1329
913,1247,1108,1247,1108,1329,913,1329
226,1253,384,1253,384,1316,226,1316
60,1386,288,1377,292,1467,64,1476
373,1375,628,1393,621,1491,366,1472
636,1379,882,1379,882,1474,636,1474
888,1386,1001,1386,1001,1474,888,1474
1003,1399,1284,1382,1290,1482,1009,1498
308,1398,346,1398,346,1461,308,1461
176,1524,352,1524,352,1619,176,1619
371,1524,604,1524,604,1619,371,1619
617,1524,749,1524,749,1612,617,1612
762,1524,932,1524,932,1619,762,1619
951,1524,1146,1524,1146,1619,951,1619
1417,1524,1587,1524,1587,1619,1417,1619
1600,1524,1852,1524,1852,1619,1600,1619
1266,1530,1404,1530,1404,1619,1266,1619
1159,1537,1253,1537,1253,1619,1159,1619
1127,1669,1278,1669,1278,1764,1127,1764
1461,1669,1845,1669,1845,1763,1461,1763
50,1675,201,1675,201,1770,50,1770
207,1669,592,1669,592,1789,207,1789
790,1660,1120,1684,1113,1787,783,1764
611,1688,768,1688,768,1757,611,1757
1297,1688,1449,1688,1449,1757,1297,1757
1083,1814,1329,1814,1329,1915,1083,1915
1341,1814,1480,1814,1480,1908,1341,1908
1493,1814,1675,1814,1675,1902,1493,1902
639,1798,1082,1827,1075,1937,632,1908
1682,1820,1827,1820,1827,1902,1682,1902
50,1827,207,1827,207,1921,50,1921
214,1827,447,1827,447,1915,214,1915
466,1839,617,1839,617,1908,466,1908
1644,1959,1770,1959,1770,2047,1644,2047
516,1965,680,1965,680,2060,516,2060
856,1965,1077,1965,1077,2053,856,2053
1089,1965,1234,1965,1234,2060,1089,2060
1241,1965,1379,1965,1379,2079,1241,2079
252,1971,510,1971,510,2072,252,2072
705,1971,844,1971,844,2053,705,2053
44,1969,243,1978,238,2094,39,2085
1398,1978,1512,1978,1512,2072,1398,2072
1518,1978,1625,1978,1625,2047,1518,2047
894,2110,1209,2110,1209,2204,894,2204
1229,2107,1402,2117,1397,2207,1223,2198
1411,2110,1556,2110,1556,2198,1411,2198
642,2116,875,2116,875,2211,642,2211
1751,2116,1845,2116,1845,2198,1751,2198
302,2123,466,2123,466,2217,302,2217
478,2123,623,2123,623,2211,478,2211
1568,2123,1745,2123,1745,2217,1568,2217
50,2129,283,2129,283,2217,50,2217
1119,2264,1454,2254,1457,2349,1122,2360
505,2275,673,2265,679,2361,511,2372
696,2256,896,2283,882,2388,682,2361
1467,2268,1562,2268,1562,2349,1467,2349
1568,2274,1776,2274,1776,2349,1568,2349
44,2280,195,2280,195,2375,44,2375
194,2287,492,2263,501,2374,203,2398
904,2284,1101,2275,1105,2349,907,2358
1509,2403,1793,2395,1796,2501,1512,2508
1165,2406,1499,2406,1499,2507,1165,2507
762,2412,932,2412,932,2520,762,2520
951,2419,1146,2419,1146,2513,951,2513
403,2425,554,2425,554,2520,403,2520
554,2419,762,2419,762,2538,554,2538
163,2438,390,2438,390,2526,163,2526
1537,2557,1883,2557,1883,2652,1537,2652
1108,2564,1272,2564,1272,2658,1108,2658
743,2570,938,2570,938,2671,743,2671
963,2570,1102,2570,1102,2658,963,2658
352,2588,539,2570,549,2670,361,2688
560,2576,724,2576,724,2677,560,2677
1285,2576,1518,2576,1518,2658,1285,2658
207,2583,340,2583,340,2683,207,2683
44,2589,195,2589,195,2690,44,2690
1304,2709,1543,2709,1543,2809,1304,2809
1551,2696,1832,2712,1825,2832,1544,2816
984,2726,1176,2716,1181,2815,989,2825
1184,2721,1297,2721,1297,2816,1184,2816
730,2721,888,2721,888,2853,730,2853
485,2734,655,2734,655,2835,485,2835
265,2736,482,2750,475,2866,258,2852
674,2753,718,2753,718,2828,674,2828
119,2753,252,2753,252,2847,119,2847
1474,2860,1827,2860,1827,2986,1474,2986
1299,2880,1465,2869,1471,2966,1305,2976
1108,2879,1291,2879,1291,2973,1108,2973
756,2891,888,2891,888,2986,756,2986
195,2904,340,2904,340,2998,195,2998
522,2904,743,2904,743,2992,522,2992
900,2904,1083,2904,1083,2979,900,2979
37,2910,182,2910,182,3005,37,3005
352,2916,516,2916,516,2998,352,2998
928,3352,1101,3342,1108,3452,934,3462
