197,917,1623,894,1628,1169,202,1192
740,1294,1075,1273,1085,1440,751,1461
379,1554,1470,1569,1466,1881,374,1866
1512,2192,1707,2192,1707,2286,1512,2286
195,2198,396,2198,396,2299,195,2299
1190,2198,1480,2198,1480,2286,1190,2286
50,2217,151,2217,151,2419,50,2419
617,2217,825,2217,825,2286,617,2286
945,2217,1159,2217,1159,2318,945,2318
428,2223,592,2223,592,2312,428,2312
869,2230,913,2230,913,2286,869,2286
1436,2343,1537,2343,1537,2438,1436,2438
1537,2343,1682,2343,1682,2438,1537,2438
182,2349,384,2349,384,2438,182,2438
560,2349,756,2349,756,2438,560,2438
1089,2349,1190,2349,1190,2438,1089,2438
1203,2349,1423,2349,1423,2438,1203,2438
396,2356,485,2356,485,2438,396,2438
762,2362,1071,2362,1071,2463,762,2463
504,2375,541,2375,541,2431,504,2431
544,2510,828,2480,839,2583,555,2613
957,2494,1203,2494,1203,2589,957,2589
1215,2494,1455,2494,1455,2589,1215,2589
850,2501,938,2501,938,2583,850,2583
18,2507,315,2507,315,2608,18,2608
1467,2507,1631,2507,1631,2583,1467,2583
330,2518,477,2508,482,2575,335,2586
491,2520,541,2520,541,2583,491,2583
611,2646,793,2646,793,2734,611,2734
819,2646,1052,2646,1052,2734,819,2734
1285,2646,1449,2646,1449,2740,1285,2740
1634,2653,1826,2643,1830,2733,1639,2743
12,2658,422,2658,422,2734,12,2734
441,2658,592,2658,592,2727,441,2727
1058,2664,1272,2664,1272,2734,1058,2734
1467,2664,1625,2664,1625,2740,1467,2740
12,2790,151,2790,151,2879,12,2879
403,2790,579,2790,579,2879,403,2879
592,2790,869,2790,869,2885,592,2885
882,2790,1045,2790,1045,2885,882,2885
1234,2797,1587,2797,1587,2891,1234,2891
1606,2797,1789,2797,1789,2891,1606,2891
163,2809,371,2809,371,2872,163,2872
1058,2809,1222,2809,1222,2891,1058,2891
844,3244,982,3244,982,3339,844,3339
