681,371,802,392,791,458,670,438
806,390,907,390,907,466,806,466
917,401,1117,435,1104,509,905,476
119,730,258,730,258,812,119,812
264,737,346,737,346,812,264,812
359,756,522,756,522,825,359,825
535,768,667,768,667,837,535,837
680,787,781,787,781,850,680,850
787,787,894,787,894,856,787,856
894,806,970,806,970,869,894,869
976,812,1089,812,1089,882,976,882
113,850,371,850,371,938,113,938
378,882,585,882,585,951,378,951
226,982,378,982,378,1064,226,1064
386,981,680,1004,673,1090,379,1066
680,1033,812,1033,812,1089,680,1089
826,1036,1119,1062,1114,1124,820,1098
119,1115,258,1115,258,1171,119,1171
270,1089,544,1128,531,1215,258,1176
541,1127,693,1127,693,1203,541,1203
711,1112,1010,1167,992,1261,694,1206
995,1165,1052,1165,1052,1228,995,1228
1064,1184,1190,1184,1190,1241,1064,1241
113,1222,289,1222,289,1297,113,1297
303,1221,542,1244,535,1325,296,1302
554,1228,726,1271,704,1360,532,1317
713,1269,841,1279,836,1338,708,1328
844,1285,963,1285,963,1341,844,1341
970,1285,1052,1285,1052,1348,970,1348
1059,1293,1225,1304,1221,1364,1055,1354
107,1345,273,1355,269,1427,103,1416
289,1354,428,1354,428,1430,289,1430
434,1379,516,1379,516,1436,434,1436
522,1379,686,1379,686,1442,522,1442
787,1386,900,1386,900,1455,787,1455
705,1392,774,1392,774,1449,705,1449
347,1477,527,1491,521,1565,341,1551
103,1493,326,1478,331,1551,108,1566
542,1488,716,1500,711,1573,538,1561
718,1499,837,1499,837,1575,718,1575
107,1600,327,1600,327,1675,107,1675
491,1606,579,1606,579,1688,491,1688
340,1619,478,1619,478,1682,340,1682
573,1619,693,1619,693,1688,573,1688
100,1726,308,1726,308,1801,100,1801
497,1738,661,1738,661,1808,497,1808
667,1738,756,1738,756,1814,667,1814
322,1742,487,1751,483,1811,318,1802
100,1852,315,1852,315,1927,100,1927
336,1835,673,1866,665,1964,327,1933
678,1850,848,1882,831,1975,660,1942
296,1984,598,1984,598,2085,296,2085
604,1990,749,1990,749,2060,604,2060
1001,1990,1127,1990,1127,2072,1001,2072
107,1997,283,1997,283,2053,107,2053
762,2003,989,2003,989,2066,762,2066
278,2101,464,2112,459,2202,273,2191
97,2100,278,2121,267,2211,86,2189
573,2116,724,2116,724,2192,573,2192
737,2116,856,2116,856,2192,737,2192
989,2116,1115,2116,1115,2192,989,2192
863,2123,989,2123,989,2211,863,2211
466,2129,567,2129,567,2211,466,2211
1128,2126,1308,2138,1303,2208,1124,2196
207,2236,365,2236,365,2324,207,2324
800,2236,995,2236,995,2312,800,2312
1008,2233,1318,2243,1315,2343,1005,2333
611,2249,787,2249,787,2312,611,2312
371,2255,585,2255,585,2337,371,2337
554,2362,699,2362,699,2450,554,2450
825,2362,938,2362,938,2444,825,2444
945,2362,1026,2362,1026,2438,945,2438
1020,2362,1140,2362,1140,2438,1020,2438
90,2354,420,2377,413,2472,84,2449
415,2368,548,2368,548,2450,415,2450
699,2375,825,2375,825,2469,699,2469
976,2488,1102,2488,1102,2570,976,2570
82,2510,551,2475,558,2578,90,2613
573,2494,711,2494,711,2576,573,2576
718,2494,844,2494,844,2576,718,2576
844,2494,970,2494,970,2589,844,2589
1115,2494,1234,2494,1234,2557,1115,2557
702,2620,1006,2609,1010,2696,705,2706
573,2620,705,2620,705,2709,573,2709
386,2634,559,2624,564,2708,391,2718
239,2646,371,2646,371,2709,239,2709
81,2652,220,2652,220,2715,81,2715
