1030,142,1341,131,1344,207,1033,218
724,151,1001,151,1001,226,724,226
1562,560,1694,560,1694,642,1562,642
1335,573,1556,573,1556,655,1335,655
1040,575,1331,582,1328,681,1037,673
825,598,1020,598,1020,674,825,674
304,617,446,608,451,686,310,695
459,611,592,611,592,693,459,693
594,624,811,608,816,687,599,702
1612,693,1764,693,1764,762,1612,762
1474,705,1600,705,1600,774,1474,774
1126,723,1263,708,1274,808,1137,823
1274,722,1460,708,1465,777,1280,791
926,724,1127,724,1127,800,926,800
787,730,919,730,919,812,787,812
453,743,781,743,781,837,453,837
245,749,447,749,447,831,245,831
1488,827,1749,811,1755,900,1494,916
1341,831,1480,831,1480,919,1341,919
998,851,1315,837,1319,924,1002,937
869,856,995,856,995,932,869,932
693,874,854,858,862,935,701,951
385,885,596,866,603,943,392,963
611,875,693,875,693,945,611,945
252,882,371,882,371,951,252,951
1430,957,1556,957,1556,1039,1430,1039
1241,982,1416,965,1423,1037,1248,1054
1565,975,1706,965,1711,1026,1569,1036
1083,976,1234,976,1234,1064,1083,1064
762,989,900,989,900,1077,762,1077
560,995,756,995,756,1083,560,1083
256,1009,553,1000,556,1107,259,1116
913,1001,1071,1001,1071,1064,913,1064
1041,1112,1384,1093,1388,1181,1046,1200
1389,1109,1612,1097,1615,1164,1392,1175
1625,1102,1719,1102,1719,1159,1625,1159
913,1121,1039,1121,1039,1203,913,1203
262,1136,642,1126,644,1216,264,1227
768,1127,907,1127,907,1203,768,1203
667,1134,762,1134,762,1203,667,1203
1606,1209,1745,1209,1745,1297,1606,1297
1215,1234,1417,1234,1417,1310,1215,1310
1436,1234,1530,1234,1530,1297,1436,1297
1549,1241,1587,1241,1587,1291,1549,1291
1027,1251,1202,1236,1209,1318,1034,1332
800,1247,1026,1247,1026,1335,800,1335
510,1266,648,1266,648,1348,510,1348
655,1266,730,1266,730,1329,655,1329
749,1278,787,1278,787,1329,749,1329
270,1278,510,1278,510,1373,270,1373
623,1379,743,1379,743,1467,623,1467
749,1379,888,1379,888,1461,749,1461
888,1379,1127,1379,1127,1467,888,1467
478,1392,617,1392,617,1474,478,1474
277,1398,466,1398,466,1474,277,1474
1701,1474,1801,1474,1801,1568,1701,1568
1440,1485,1687,1474,1691,1560,1443,1571
1159,1493,1285,1493,1285,1593,1159,1593
1026,1499,1152,1499,1152,1581,1026,1581
1297,1505,1430,1505,1430,1562,1297,1562
535,1512,768,1512,768,1600,535,1600
772,1517,1013,1510,1015,1581,774,1588
378,1524,535,1524,535,1612,378,1612
1656,1606,1738,1606,1738,1688,1656,1688
1745,1606,1827,1606,1827,1675,1745,1675
1436,1612,1656,1612,1656,1707,1436,1707
1232,1634,1423,1623,1427,1688,1235,1699
734,1651,880,1631,891,1712,746,1733
888,1638,995,1638,995,1707,888,1707
1005,1644,1221,1634,1224,1701,1008,1711
461,1633,747,1649,741,1747,456,1731
283,1650,453,1650,453,1732,283,1732
1581,1726,1877,1726,1877,1814,1581,1814
1398,1738,1581,1738,1581,1820,1398,1820
1020,1745,1291,1745,1291,1833,1020,1833
1291,1745,1379,1745,1379,1820,1291,1820
853,1749,1027,1767,1018,1857,844,1840
426,1774,717,1765,719,1845,428,1853
749,1770,844,1770,844,1839,749,1839
296,1776,415,1776,415,1852,296,1852
1682,1864,1757,1864,1757,1934,1682,1934
1335,1871,1455,1871,1455,1953,1335,1953
1146,1877,1335,1877,1335,1959,1146,1959
1461,1877,1675,1877,1675,1959,1461,1959
907,1883,1134,1883,1134,1959,907,1959
568,1897,711,1886,717,1971,574,1981
718,1890,894,1890,894,1965,718,1965
459,1896,579,1896,579,1978,459,1978
302,1902,447,1902,447,1978,302,1978
1300,2013,1656,1987,1663,2090,1307,2116
1663,1997,1745,1997,1745,2060,1663,2060
1757,1997,1871,1997,1871,2060,1757,2060
922,1998,1115,2018,1105,2109,912,2089
584,2020,906,2012,909,2097,586,2105
1121,2016,1291,2016,1291,2079,1121,2079
453,2028,579,2028,579,2104,453,2104
308,2041,441,2041,441,2104,308,2104
1681,2131,1880,2106,1892,2203,1693,2227
1417,2123,1682,2123,1682,2205,1417,2205
1127,2129,1404,2129,1404,2205,1127,2205
753,2143,1026,2134,1028,2209,756,2218
1039,2142,1121,2142,1121,2205,1039,2205
308,2154,447,2154,447,2230,308,2230
485,2154,623,2154,623,2223,485,2223
636,2160,743,2160,743,2217,636,2217
1493,2249,1789,2249,1789,2343,1493,2343
1096,2255,1272,2255,1272,2331,1096,2331
907,2261,1001,2261,1001,2343,907,2343
989,2268,1077,2268,1077,2337,989,2337
1285,2268,1474,2268,1474,2343,1285,2343
625,2288,893,2265,900,2343,632,2367
308,2280,422,2280,422,2356,308,2356
422,2280,573,2280,573,2368,422,2368
579,2299,617,2299,617,2349,579,2349
486,2409,842,2383,848,2478,492,2503
316,2399,491,2413,483,2505,309,2490
1694,2494,1820,2494,1820,2576,1694,2576
1480,2501,1688,2501,1688,2583,1480,2583
1121,2507,1285,2507,1285,2589,1121,2589
1291,2513,1323,2513,1323,2576,1291,2576
1335,2513,1461,2513,1461,2576,1335,2576
617,2520,806,2520,806,2595,617,2595
441,2526,611,2526,611,2601,441,2601
970,2526,1108,2526,1108,2601,970,2601
819,2532,951,2532,951,2614,819,2614
1052,2872,1190,2872,1190,2961,1052,2961
